StoreNumber,OwnershipTypeCode,StreetAddress,City,PostalCode,Latitude,Longitude
1848-141686,Company Owned,1-1 Minami 1-jo Nishi 27-chome Chuo-ku,Sapporo,064-0801,43.054693,141.318108
23607-231684,Company Owned,5-1 Honcho 2jo 1chome Higashi-ku,Sapporo,065-0042,43.082486,141.382029
48405-255634,Company Owned,4-6 Minami 8-jo Nishi 23-chome Chuo-ku,Sapporo,064-0808,43.046892,141.324649
26854-232865,Company Owned,1-1-1 Miyagaoka Chuo-ku,Sapporo,064-0959,43.057588,141.312998
31014-105208,Licensed,1-1 Kotoni 4-jo 1-chome Nishi-ku,Sapporo,063-0814,43.082333,141.303165
15933-165124,Company Owned,2-18 Misono 3-jo 6-chome Toyohira-ku,Sapporo,062-0003,43.040575,141.389277
30481-88720,Company Owned,1-1 Higashinaebo 2-jo,Sapporo,007-0802,43.077368,141.403597
25525-241266,Company Owned,4-1-20 Nishimachiminami Nishi-ku,Sapporo,063-0062,43.07784,141.290445
59220-293429,Company Owned,1-29 Tsukisamu Higashi 3-jo 11-chome,Sapporo,062-0053,43.028914,141.410356
18785-191885,Company Owned,1-1 Hassamu 8-jo 12 Nishi-ku,Sapporo,063-8585,43.09571,141.277545
66176-300687,Company Owned,1-20 Kawashimo 5-jo 4-chome Shiroishi-ku,Sapporo,003-0865,43.053334,141.446814
48406-260026,Company Owned,6-36 Kitano 6-jo 5-chome Kiyota-ku,Sapporo,004-0866,43.016135,141.452256
31586-111627,Company Owned,3-1 Hiraoka 3-jo 5-chome Kiyota-ku,Sapporo,004-0873,42.996692,141.458323
32032-127566,Company Owned,9-7-50 Ishiyama 2jo Minami-ku,Sapporo,005-0842,42.961057,141.314874
32570-137757,Company Owned,6-1 Omagarisaiwaicho,Kitahiroshima,061-1278,42.968485,141.471212
54656-285939,Licensed,14-1 Makibacho,Ebetsu,067-0005,43.11497,141.539784
15352-156247,Company Owned,Bibi,Chitose,066-0012,42.787548,141.680133
30596-99416,Company Owned,3-1-20 Yanagimachi,Tomakomai,053-0053,42.65626,141.641391
59636-293888,Company Owned,13-2 Asahi Ogawa,Higashiura-cho,470-2102,34.979176,136.974423
30268-53660,Company Owned,13-2 Asahi Ogawa,Higashiura-cho,470-2102,34.978381,136.974505
26892-245413,Company Owned,59-1 Koita Sasamecho,Anjo,446-0073,34.979067,137.065575
51157-277379,Company Owned,1-40-8 Deguchicho,Handa,475-0903,34.90249,136.924043
6140-149486,Company Owned,1-5-9 Hyakkokucho,Anjo,446-0044,34.95295,137.077932
49444-269130,Company Owned,1-81-3 Shiroyamamachi,Hekinan,447-0037,34.893744,137.008171
61643-292666,Company Owned,27-1 Heiwa Sumiyoshicho,Toyota,473-0905,35.036432,137.122725
30600-98300,Company Owned,1-21 Tsuchihashicho,Toyota,471-0842,35.062903,137.129679
14916-147144,Licensed,7-45-1 Nanakuma Jonan-ku,Fukuoka,814-0133,33.547329,130.361528
31307-107108,Company Owned,2-10-10 Jiromaru Sawara-ku,Fukuoka,814-0165,33.552918,130.328952
51167-277385,Licensed,4-2-1 Ropponmatsu Chuo-ku,Fukuoka,810-0044,33.57743,130.377661
15275-158247,Company Owned,2-27-2 Hashimoto Nishi-ku,Fukuoka,819-0031,33.555828,130.321625
61520-295984,Company Owned,1-2-1 Yanagochi Minami-ku,Fukuoka,815-0063,33.553382,130.407015
7112-149784,Company Owned,1-8 Ohorikoen Chuo-ku,Fukuoka,810-0051,33.587074,130.378019
56166-286200,Company Owned,2-2-1 Jigyohama Chuo-ku,Fukuoka,810-0065,33.592428,130.362939
55875-289731,Licensed,2-2-1 Jigyohama Chuo-ku,Fukuoka,810-0065,33.592983,130.362662
47498-257387,Company Owned,1-7-7 Uchihama Nishi-ku,Fukuoka,819-0005,33.581298,130.323307
30325-68681,Company Owned,2-4-22 Daimyo Chuo-ku,Fukuoka,810-0041,33.588787,130.390942
30820-102808,Company Owned,1-13-25 Daimyo Chuo-ku,Fukuoka,810-0041,33.58787,130.396707
30142-294721,Company Owned,2-5-35 Tenjin Chuo-ku,Fukuoka,810-0001,33.589451,130.397905
15924-166365,Company Owned,4-9-18 Watanabe-dori Chuo-ku,Fukuoka,810-0004,33.587301,130.401252
56114-290030,Company Owned,2-2-43 Tenjin Chuo-ku,Fukuoka,810-0001,33.589158,130.398539
22578-222647,Company Owned,2-10-3 Tenjin Chuo-ku,Fukuoka,810-0001,33.589497,130.398322
24466-238103,Company Owned,2-1-1 Tenjin Chuo-ku,Fukuoka,810-0001,33.588896,130.399754
31502-110089,Company Owned,2-Chika 0 Tenjin Chuo-ku,Fukuoka,810-0000,33.587947,130.401206
23456-230449,Company Owned,2-11-3 Tenjin Chuo-ku,Fukuoka,810-0001,33.590074,130.39873
24054-222648,Company Owned,2-11-1 Tenjin Chuo-ku,Fukuoka,810-0001,33.590979,130.398073
19358-194607,Company Owned,4-3-8 Tenjin Chuo-ku,Fukuoka,810-0001,33.592634,130.398481
54651-288387,Company Owned,1-5-1 Ohashi Minami-ku,Fukuoka,815-0033,33.559304,130.426525
30161-26012,Company Owned,2-13-16 Odo Nishi-ku,Fukuoka,819-0001,33.595257,130.320721
30123-21605,Company Owned,1-2-22 Sumiyoshi Hakata-ku,Fukuoka,812-0018,33.58975,130.411526
59034-291984,Licensed,2-8-12 Hakataekimae Hakata-ku,Fukuoka,812-0011,33.590064,130.414124
28484-248766,Company Owned,8-1 Hakataekichuogai Hakata-ku,Fukuoka,812-0012,33.587981,130.418944
58032-292195,Company Owned,3-25-21 Hakataekimae Hakata-ku,Fukuoka,812-0011,33.589508,130.417644
28483-248765,Company Owned,9-1 Hakataekichuogai Hakata-ku,Fukuoka,812-0012,33.588908,130.419206
30272-60279,Company Owned,2-1-1 Hakataekimae Hakata-Ku,Fukuoka,812-0011,33.590629,130.418451
22219-218865,Company Owned,1-1 Hakataekichuogai Hakata-ku,Fukuoka,812-0012,33.590209,130.419922
30189-23308,Company Owned,4-23 Hakataekichuogai Hakata-ku,Fukuoka,812-0012,33.590579,130.421956
30922-103714,Licensed,2-6-40 Tokoji Hakata-ku,Fukuoka,816-0096,33.577248,130.435582
31633-115271,Company Owned,1-1-1 Higashihama Higashi-ku,Fukuoka,812-0055,33.611479,130.411658
50260-273740,Company Owned,739 Aoki Hakata-ku,Fukuoka,812-0851,33.584712,130.444443
65641-300115,Company Owned,5-250-2 Hoshimigaoka,Kasuga,816-0849,33.506619,130.450466
30948-103713,Company Owned,4-6-20 Hakozaki Higashi-ku,Fukuoka,812-0053,33.619415,130.417772
55810-289668,Licensed,767-1 Shimousui Hakata-ku,Fukuoka,812-0003,33.596413,130.447997
28493-248773,Company Owned,1-71-9 Higashihirao Hakata-ku,Fukuoka,812-0853,33.589551,130.458115
31039-105206,Company Owned,1-2-1 Kitabaru Nishi-ku,Fukuoka,819-0379,33.577686,130.258357
15025-155292,Company Owned,6-14 Kasuga,Kasuga,816-0814,33.518627,130.469259
30546-94563,Company Owned,192-1 Oinoki Sakado,Kasuya-machi,811-2303,33.59704,130.480627
30789-102681,Company Owned,1-10-20 Mukaizano,Dazaifu,818-0135,33.509464,130.495057
30514-93480,Company Owned,3-12-1 Kashiihama Higashi-ku,Fukuoka,813-0016,33.657074,130.428926
15276-158248,Company Owned,3-2-43 Saifu,Dazaifu,818-0117,33.519609,130.533382
1833-138807,Company Owned,434-1 Ryumyoji,Chikushino,818-0042,33.479607,130.525082
1867-143564,Company Owned,2097-1 Kokura,Kiyama-cho,841-0201,33.440792,130.53014
15152-155192,Company Owned,2-5-15 Chuoekimae,Shingu-machi,811-0120,33.708972,130.454951
59434-292055,Company Owned,8-1 Yayoigaoka,Tosu,841-0005,33.404331,130.512496
47870-257386,Company Owned,662-5 Kuranouemachi,Tosu,841-0054,33.376011,130.498519
32123-133164,Licensed,537-1 Hondosumachi,Tosu,841-0026,33.37638,130.516826
30417-81162,Company Owned,1-1 Goryobokujo Sanrizuka,Narita,282-0011,35.763329,140.38401
54371-286615,Company Owned,1-1 Goryobokujo Sanrizuka,Narita,282 0011,35.764513,140.3832
30225-33799,Company Owned,1-1 Goryobokujo Sanrizuka,Narita,282-0011,35.765476,140.384481
50811-276409,Company Owned,1-1 Furugome,Narita,282-0004,35.772477,140.388574
30346-267791,Company Owned,1-1 Furugome,Narita,282-0004,35.773565,140.388501
58478-292381,Company Owned,1-1 Furugome,Narita,282-8601,35.774337,140.387243
58479-292196,Company Owned,1-1 Furugome,Narita,282-0004,35.774966,140.392973
30111-15633,Company Owned,24 Wing Tsuchiya,Narita,286-0021,35.795449,140.320053
31454-108695,Company Owned,532 Nanae,Tomisato,286-0221,35.750718,140.310201
50106-272985,Company Owned,3-1-8 Misatodai,Narita,286-0013,35.793068,140.310535
19119-186364,Company Owned,2-4-1 Iizumi,Shisui-machi,285-0912,35.715035,140.29251
1835-139047,Company Owned,1420-11 Sumi,Shisui-machi,285-0913,35.711571,140.285031
32395-137526,Company Owned,6-1-2 Terazakikita,Sakura,285-0819,35.713363,140.217753
28780-251164,Company Owned,1238-3 Sawaraho,Katori,287-0005,35.900936,140.489986
54896-288393,Company Owned,2-32-16 Yukarigaoka,Sakura,285-0858,35.727937,140.156662
30591-98005,Company Owned,5 Chuo,Yotsukaido,284-0003,35.666946,140.165049
60768-292384,Company Owned,5-2 Kagurominami,Inzai,270-1369,35.814096,140.133336
1865-143384,Company Owned,1-1 Wakamatsucho Wakaba-ku,Chiba,264-0021,35.639532,140.174243
26437-241031,Company Owned,3-1186-5 Izumino,Inzai,270-1360,35.804176,140.128543
66698-301267,Company Owned,1-3-1 Murakamiminami,Yachiyo,276-0029,35.722182,140.117449
30416-77960,Company Owned,1-4-1 Murakamiminami,Yachiyo,276-0029,35.721912,140.117007
8170-105203,Company Owned,3-2 Chuokita,Inzai,270-1392,35.802229,140.114075
19532-194625,Company Owned,4-1-13 Nakanedai,Ryugasaki,301-0002,35.93142,140.174867
24050-221166,Company Owned,333-10 Naganumacho Inage-ku,Chiba,263-0005,35.658374,140.119181
30590-98548,Company Owned,2-1-3 Midorigaoka,Yachiyo,276-0049,35.728735,140.072345
23745-233285,Company Owned,281-22 Hiraizumi,Kamisu,314-0146,35.915943,140.637073
50646-275509,Company Owned,1-1-1 Shinchiba Chuo-ku,Chiba,260-0031,35.612775,140.114242
30393-80323,Company Owned,15-1 Honchibamachi Chuo-ku,Chiba,260-0014,35.607532,140.118229
30228-34259,Company Owned,1001 Shinmachi Chuo-ku,Chiba,260-0028,35.611084,140.11505
30462-86123,Company Owned,1000 Shinmachi Chuo-ku,Chiba,260-0028,35.61133,140.11288
30597-288501,Company Owned,52-7 Kawasakicho Chuo-ku,Chiba,260-0835,35.588641,140.122569
32730-139748,Company Owned,2-20-1 Saiwaicho Mihama-ku,Chiba,261-0001,35.626463,140.089633
1854-142950,Company Owned,1-1-1 Oyuminominami Midori-ku,Chiba,266-0033,35.552929,140.15813
50263-273736,Company Owned,980 Hachigata,Kashima,314-0034,35.957784,140.643537
59504-291354,Company Owned,2-32-2 Chiharadaiminami,Ichihara,290-0142,35.524247,140.182346
30255-18580,Company Owned,2-5 Chuocho,Toride,302-0014,35.896661,140.063154
30188-28995,Company Owned,1-3 Hibino Mihama-ku,Chiba,261-0022,35.651688,140.044491
59393-293621,Company Owned,2-110 Hibino Mihama-ku,Chiba,261-0021,35.648799,140.041655
32078-132224,Company Owned,1-3-1 Tsudanuma,Narashino,275-0016,35.689725,140.023135
30858-102807,Company Owned,2-6-1 Nakase Mihama-ku,Chiba,261-7101,35.648526,140.039456
30048-11601,Company Owned,2-18-1 Maebaranishi,Funabashi,274-0825,35.692335,140.021868
1881-144364,Company Owned,2-7-1 Hitachinohigashi,Ushiku,300-1207,36.007859,140.163448
7068-150269,Company Owned,2-102 Hamada Mihama-ku,Chiba,261-0025,35.660145,140.030091
24374-237768,Company Owned,1-16-1 Yatsu,Narashino,275-0026,35.690038,140.018637
17060-173065,Company Owned,2-102 Hamada Mihama-ku,Chiba,261-0025,35.659647,140.028803
21127-209311,Company Owned,1-1 Toyosuna Mihama-ku,Chiba,261-8535,35.654876,140.02981
28153-249617,Company Owned,1-6-1 Oshimata,Kashiwa,277-0922,35.833242,140.012997
21126-209312,Company Owned,1-5 Toyosuna Mihama-ku,Chiba,261-8535,35.657452,140.025562
1840-139885,Company Owned,3-1-5 Shinkamagaya,Kamagaya,273-0107,35.774839,140.001106
30249-49439,Company Owned,2-1-1 Hamacho,Funabashi,273-0012,35.684705,139.992198
30151-26829,Company Owned,1-1 Suehirocho,Kashiwa,277-0842,35.862871,139.970736
21448-211564,Company Owned,1-1 Suehirocho,Kashiwa,277-0842,35.862564,139.970727
30149-26727,Company Owned,1-1-11 Kashiwa,Kashiwa,277-0005,35.861835,139.971225
31054-105572,Company Owned,2-5-25 Yutakacho,Kashiwa,277-0854,35.851852,139.961785
30551-93315,Company Owned,2-3 Oyamadai,Kashiwa,277-0837,35.882824,139.969301
50028-263457,Company Owned,1-5-1 Otakanomoriminami,Nagareyama,270-0121,35.871008,139.925447
48609-264085,Licensed,227-1 Wakashiba,Kashiwa,277-0871,35.899183,139.95359
58340-292505,Company Owned,561-1 Ichinoya,Nagareyama,270-0137,35.863877,139.919307
59315-293277,Licensed,2-8-1 Hachigasaki,Matsudo,270-0023,35.818108,139.933651
25337-240590,Company Owned,384-1 Ki,Nagareama,270-0162,35.831824,139.899389
30472-84906,Company Owned,4-1-5 Keyakidai,Moriya,302-0128,35.935044,139.997028
20311-204727,Company Owned,166 Ogashiwa,Moriya,302-0116,35.939567,139.970192
32405-240591,Company Owned,97-3 Nogisaki,Moriya,302-0117,35.939805,139.967187
62649-296170,Company Owned,4-11-3 Chuo,Misato,341-0038,35.832291,139.878615
61401-295842,Company Owned,3-249-1 Yurigaoka,Moriya,302-0110,35.94488,139.990679
55187-289017,Company Owned,3-1-1 Shinmisato Lalacity,Misato,341-0009,35.858818,139.86622
30603-99933,Company Owned,1-1-1 Piaracity,Misato,341-0050,35.843317,139.854038
30202-32680,Company Owned,1181 Matsudo,Matsudo,271-0092,35.784802,139.900494
47535-258709,Company Owned,1149-1 Matsudo,Matsudo,271-0092,35.783684,139.902128
32734-133906,Company Owned,3-1-1 Lake Town,Koshigaya,343-0828,35.882057,139.828639
32733-133908,Company Owned,3-1-1 Lake Town,Koshigaya,343-0828,35.880236,139.82799
32736-133909,Company Owned,4-2-2 Lake Town,Koshigaya,343-0828,35.880256,139.827983
32732-133907,Company Owned,3-1-1 Lake Town,Koshigaya,343-0828,35.881085,139.827807
15154-156686,Company Owned,4-1-1 Lake Town,Koshigaya,343-0828,35.88021,139.825157
30288-48079,Company Owned,6-4-2 Kanamachi,Katsushika-ku,125-0042,35.76891,139.871492
30947-103717,Company Owned,3-49-3 Kameari,Katsushika-ku,125-0061,35.76513,139.852049
30701-100744,Company Owned,2-5-25 Takasago,Soka,340-0015,35.82825,139.803534
58233-292383,Company Owned,1-1-1 Ichikawa,Ichikawa,272-0034,35.728801,139.908535
30531-94657,Company Owned,1-11-4 Minamikoshigaya,Koshigaya,343-0845,35.8756,139.790122
32200-133904,Company Owned,2-1-50 Minamikoshigaya,Koshigaya,343-8555,35.877754,139.789954
49281-267927,Company Owned,7-24-15 Minamikoiwa,Edogawa-ku,133-0056,35.733074,139.881533
58552-292759,Company Owned,1-1-1 Onitaka,Ichikawa,272-0015,35.716712,139.93315
30298-240831,Company Owned,1-1-1 Onitaka,Ichikawa,272-0015,35.716212,139.935532
17059-167984,Company Owned,1-1-8 Yamate,Funabashi,273-0045,35.712582,139.978852
26261-236164,Company Owned,4-27-7 Nishifuna,Funabashi,273-0031,35.707248,139.958838
53319-282986,Company Owned,7-1-1 Honcho,Funabashi,273 0005,35.701604,139.984651
26867-245931,Company Owned,7-1-1 Honcho,Funabashi,273-0005,35.70156,139.98572
66406-300956,Company Owned,5-3-1 Myoden,Ichikawa,272-0111,35.692912,139.927697
61273-295678,Company Owned,1-20-1 Nishiaraisakaecho,Adachi-ku,123-0843,35.774942,139.786115
30539-95059,Company Owned,42-1 Senjuasahicho,Adachi-ku,120-0026,35.750383,139.805827
32501-138163,Company Owned,42-2 Senjuasahicho,Adachi-ku,120-0026,35.750388,139.804996
22666-223526,Company Owned,3-92 Senju,Adachi-ku,120-0034,35.750821,139.804516
17061-160444,Company Owned,1-1-2 Oshiage,Sumida-ku,131-0045,35.710376,139.8119
17303-161244,Company Owned,1-1-2 Oshiage,Sumida-ku,131-0045,35.709771,139.809309
30165-15474,Company Owned,5-1-1 Kameido,Koto-ku,136-0071,35.697683,139.82649
53723-284374,Company Owned,4-1-2 Taihei,Sumida-ku,130-0012,35.700269,139.815575
30293-60319,Company Owned,1-5-1 Hanakawado,Taito-ku,111-0033,35.711986,139.797984
57144-290034,Company Owned,4-27-14 Kotobashi,Sumida-ku,130-0022,35.69659,139.815891
54754-288482,Company Owned,1-18-2 Asakusa,Taito-ku,111-0032,35.7113,139.796164
15358-156248,Company Owned,1-2-47 Kinshi,Sumida-ku,130-0013,35.697161,139.813278
30191-32960,Company Owned,2-16-7 Kaminarimon,Taito-ku,111-0034,35.71088,139.794779
30334-41120,Company Owned,3-9-10 Kotobashi,Sumida-ku,130-0022,35.695066,139.813628
9054-149488,Company Owned,2-17-1 Kitasuna,Koto-ku,136-0073,35.68277,139.825564
30490-90863,Company Owned,1-15-9 Kitasakae,Urayasu,279-0002,35.665548,139.893884
30998-104570,Company Owned,1-1-1 Irifune,Urayasu,279-0012,35.650013,139.913183
55837-289600,Company Owned,1-5-1 Irifune,Urayasu,279-0012,35.649357,139.913143
58844-293109,Company Owned,1-4 Maihama,Urayasu,279-8529,35.634856,139.885321
32401-137525,Company Owned,1-4 Maihama,Urayasu,279-8529,35.635166,139.884461
59219-293430,Company Owned,6-3-4 Rinkaicho,Edogawa-ku,134-0086,35.644697,139.860677
30182-28877,Company Owned,6-7-15 Minamisuna,Koto-ku,136-0076,35.672133,139.835524
19027-193566,Company Owned,66-1 Inaoka,Tsukuba,305-0071,36.029895,140.134391
1861-143108,Company Owned,367 Kamitakatsu,Tsuchiura,300-0811,36.080321,140.180696
30027-11541,Company Owned,2-1-1 Hamacho,Funabashi,273-0012,35.685905,139.990997
16806-170765,Company Owned,4-1-32 Sarashina,Ichihara,290-0050,35.509596,140.099855
30390-78932,Company Owned,1-403 Kosugicho Nakahara-ku,Kawasaki,211-0063,35.57749,139.659085
66023-293563,Licensed,1-383 Kosugimachi Nakahara-ku,Kawasaki,211-8533,35.578331,139.658405
17077-175844,Company Owned,3-472 Kosugimachi Nakahara-ku,Kawasaki,211-0063,35.576044,139.659301
60757-293886,Company Owned,3-1302 Shinmarukohigashi Nakahara-ku,Kawasaki,211-0004,35.575165,139.659928
66324-300844,Company Owned,3-1135-1 Shinmarukohigashi Nakahara-ku,Kawasaki,211-0004,35.573752,139.660387
31695-117705,Company Owned,1753 Shimonumabe Nakahara-ku,Kawasaki,211-8666,35.572736,139.664888
19708-194964,Company Owned,2-62-3 Denenchofu,Ota-ku,145-0071,35.597371,139.667371
30265-51579,Company Owned,2-2-3 Hiyoshi Kohoku-ku,Yokohama,223-0061,35.553783,139.646481
23273-222646,Company Owned,2-38-9 Okusawa,Setabaya-ku,158-0083,35.607339,139.671143
30162-29035,Company Owned,1-11-6 Jiyugaoka,Meguro-ku,152-0035,35.6079,139.669211
30045-11584,Company Owned,2-10-18 Jiyugaoka,Meguro-ku,152-0035,35.608732,139.667388
63750-294904,Company Owned,6-3-10 Ikegami,Ota-ku,146-0082,35.572135,139.703204
19644-194965,Company Owned,1-16-1 Tamagawa,Setagaya-ku,158-0094,35.607493,139.632477
54111-286360,Company Owned,4-3-17 Tsunashimahigashi Kohoku-ku,Yokohama,223-0052,35.5425,139.641848
24460-238096,Licensed,1-14-1 Tamagawa,Setagaya-ku,158-0094,35.611059,139.629207
32693-137765,Company Owned,1-13-1 Mizonokuchi Takatsu-ku,Kawasaki,213-0001,35.599897,139.613197
15215-150544,Company Owned,2-23-1 Tamagawa,Setagaya-ku,158-0094,35.612813,139.627459
30498-86764,Company Owned,3-17-1 Tamagawa,Setagaya-ku,158-8502,35.613322,139.626813
60110-292829,Company Owned,1-1-8 Tsunashimanishi Kohoku-ku,Yokohama,223-0053,35.536578,139.634325
30606-131171,Company Owned,7-68-1 Nishikamata,Ota-ku,144-0052,35.562454,139.715969
49742-271046,Company Owned,4-1-1 Himonya,Meguro-ku,152-0003,35.622548,139.684389
27438-247589,Company Owned,1-24-5 Komazawa,Setagaya-ku,154-0012,35.628861,139.656571
21785-215104,Company Owned,700 Morookacho Kohoku-ku,Yokohama,222-0002,35.525824,139.645734
64813-299015,Company Owned,72-1 Horikawacho Saiwai-ku,Kawasaki,212-0023,35.532875,139.694916
26568-244574,Company Owned,4-10-1 Yoga,Setagaya-ku,158-0097,35.62668,139.632997
31294-107110,Company Owned,72-1 Horikawacho Saiwai-ku,Kawasaki,212-8576,35.531796,139.695525
30033-11547,Company Owned,3-15-25 Takaban,Meguro-ku,152-0004,35.629159,139.684274
56126-290028,Company Owned,2-10-4 Sakurashinmachi,Setagaya-ku,154-0015,35.631617,139.643531
30857-102962,Company Owned,5-39-22 Seta,Setagaya-ku,158-0095,35.626397,139.626377
50647-275510,Company Owned,26-1 Ekimaehoncho Kawasaki-ku,Kawasaki,210-0007,35.531122,139.697343
1368-138648,Company Owned,26-1 Ekimaehoncho Kawasaki-ku,Kawasaki,210-0007,35.530849,139.697611
47728-259571,Company Owned,5203-1 Shinyoshidacho Kohoku-ku,Yokohama,223-0056,35.544058,139.602768
57687-290881,Company Owned,1-11 Nisshincho Kawasaki-ku,Kawasaki,210-0024,35.529746,139.696905
30098-13381,Company Owned,7 Ekimaehoncho Kawasaki-ku,Kawasaki,210-0007,35.530579,139.699295
32790-139324,Company Owned,1-6-16 Omorikita,Ota-ku,143-0016,35.589141,139.728907
30424-71721,Company Owned,4-1 Ogawacho Kawasaki-ku,Kawasaki,210-0023,35.528362,139.69805
30627-100743,Company Owned,1-2-10 Okurayama Kohoku-ku,Yokohama,222-0031,35.521627,139.630211
31709-117706,Company Owned,5-27 Suwazaka Tsurumi-ku,Yokohama,230-0014,35.514953,139.665524
54299-286566,Company Owned,2-13-4 Yutenji,Meguro-ku,153-0052,35.6377,139.691176
31651-117277,Licensed,2-4-18 Kamiyoga,Setagaya-ku,158-0098,35.639501,139.631885
30105-13423,Company Owned,4-20-25 Taishido,Setagaya-ku,154-0004,35.644435,139.669658
30984-104572,Company Owned,1-31-1 Nakagawachuo Tsuzuki-ku,Yokohama,224-0003,35.554427,139.578588
31663-117268,Company Owned,1-25-1 Nakagawachuo Tsuzuki-ku,Yokohama,224-0003,35.552102,139.579288
23764-233284,Company Owned,1-1-2 Tsurumichuo Tsurumi-ku,Yokohama,230-0051,35.507284,139.676754
30134-23001,Company Owned,2-3 Motomachi,Chigasaki,253-0043,35.331113,139.40659
50465-274848,Company Owned,929 Shobusawa,Fujisawa,252-0823,35.401267,139.44166
57484-291596,Licensed,2-19 Mitsukyo Seya-ku,Yokohama,246-0022,35.467913,139.503069
30208-34682,Company Owned,3-17-2 Shin-yokohama Kohoku-ku,Yokohama,222-0033,35.510753,139.617519
32394-137768,Licensed,2-100-45 Shinyokohama Kohoku-ku,Yokohama,222-0000,35.507819,139.617363
25219-240246,Licensed,2-100-45 Shinyokohama Kohoku-ku,Yokohama,222-0033,35.507345,139.617361
56165-289014,Company Owned,3-3-2 Haneda Airport,Ota-ku,144-0041,35.548136,139.784178
31603-111639,Company Owned,3-3-2 Haneda Airport,Ota-ku,144-0041,35.548532,139.784269
30032-11546,Company Owned,2-5-1 Shin-yokohama Kohoku-ku,Yokohama,222-0033,35.508671,139.615089
30588-96623,Licensed,3-4-2 Haneda Airport,Ota-ku,144-0041,35.554733,139.78742
60772-294311,Licensed,3-4-2 Haneda Airport,Ota-ku,144-0041,35.548751,139.790049
60752-294310,Licensed,3-4-2 Haneda Airport,Ota-ku,144-0041,35.548378,139.791074
55254-288838,Company Owned,1527-2 Imajukuhigashicho Asahi-ku,Yokohama,241-0032,35.480585,139.5345
31584-111631,Company Owned,4035-1 Ikonobecho Tsuzuki-ku,Yokohama,224-0053,35.517234,139.566443
57758-291877,Company Owned,59 Terayamacho Midori-ku,Yokohama,226-0013,35.514531,139.539529
54332-278233,Company Owned,5-1 Chigasakichuo Tsuzuki-ku,Yokohama,224-0032,35.543917,139.572987
16804-275515,Company Owned,5-1-1 Oyaminami,Ebina,243-0418,35.431928,139.398618
47950-256636,Company Owned,1-8-1 Yamatominami,Yamato,242-0016,35.469567,139.464885
21550-209310,Company Owned,2-2-8 Chuo,Ebina,243-0432,35.448372,139.39204
30351-68343,Company Owned,1-4-1 Chuo,Ebina,243-0432,35.45181,139.393334
23188-228551,Licensed,7-1 Megumicho,Ebina,243-0434,35.451202,139.386117
18928-184644,Company Owned,1-5-7 Tamura,Hiratsuka,254-0013,35.366355,139.361265
30051-114910,Company Owned,2-6-20 Nakacho,Atsugi,243-0018,35.440828,139.364572
57762-291876,Company Owned,1-1 Izumicho,Atsugi,243-0013,35.439705,139.36382
47519-251165,Company Owned,700 Amanuma,Hiratsuka,254-0031,35.337716,139.354751
30240-41179,Company Owned,1-1 Takaracho,Hiratsuka,254-0034,35.328158,139.350463
21122-209309,Company Owned,2008-1 Shimokasuya,Isehara,259-1143,35.408306,139.323986
17079-176624,Company Owned,143 Shimokasuya,Isehara,259-1193,35.407773,139.314892
32012-127586,Company Owned,560-2 Okatsukoku,Atsugi,243-0192,35.423084,139.316577
31252-106788,Company Owned,560-2 Okatsukoku,Atsugi,243-0192,35.423096,139.316176
30166-27694,Company Owned,2-1-1 Aobadai Aoba-ku,Yokohama,227-0062,35.541992,139.515809
26262-235204,Company Owned,4-5-7 Azaminominami Aoba-ku,Yokohama,225-0012,35.56057,139.541768
1819-144365,Company Owned,1-1-2 Utsukushigaoka Aoba-ku,Yokohama,225-0002,35.577258,139.558884
31832-123346,Licensed,2-7-1 Nakagawachuo Tsuzuki-ku,Yokohama,224-0003,35.550811,139.575267
15766-164744,Company Owned,12-1 Irifunecho,Hadano,257-0041,35.377799,139.228323
30152-15508,Company Owned,208 Nakazato,Odawara,250-0872,35.28451,139.185497
18267-189485,Company Owned,374-1 Iizumi,Odawara,250-0863,35.289405,139.174074
55404-289270,Licensed,1-1-1 Shiroyama,Odawara,250 0045,35.256614,139.155153
24051-225665,Company Owned,1003 Takematsu,Minamiashigara,250-0111,35.3263,139.117742
8033-149025,Company Owned,599 Kuwagi,Oyama-cho,410-1315,35.313523,138.967326
61910-296169,Company Owned,1312 Fukasawa,Gotenba,412-0023,35.306771,138.962882
8034-149024,Company Owned,1801-1 Fukazawa,Gotemba,412-0023,35.314294,138.963243
59664-292960,Company Owned,226-1 Hagiwara,Gotenba,412-0042,35.311444,138.93075
29870-253149,Company Owned,247-1 Tamagawa,Mishima,417-0048,35.109503,138.913945
60214-293165,Company Owned,10-15 Hanazonocho,Numazu,410-0065,35.121167,138.869385
51646-256928,Company Owned,4-4-22 Fuda,Chofu,182-0024,35.651895,139.544448
24677-238628,Company Owned,1-11-11 Nishiki Naka-ku,Nagoya,460-0003,35.169831,136.897031
30221-38539,Company Owned,2-18-19 Nishiki Naka-ku,Nagoya,460-0003,35.168534,136.899103
30223-38559,Company Owned,3-1-8 Sakae Naka-ku,Nagoya,460-0008,35.168442,136.903199
30440-72881,Company Owned,3-24-24 Nishiki Naka-ku,Nagoya,460-0003,35.169053,136.905895
30274-50927,Company Owned,3-20-17 Marunouchi Naka-ku,Nagoya,460-0002,35.173963,136.905938
66320-300842,Company Owned,3-15-13saki Nishiki Naka-ku,Nagoya,460-0003,35.172235,136.907141
